epoch,train_loss,val_selection_score,val_overall_dice,val_overall_iou,val_clear_dice,val_blur_dice,val_small_dice,val_boundary_f1,val_level_mae,best_score,best_epoch,lr,time_sec
1,0.125243641929344,0.7087927611815581,0.838130437821961,0.7409536946465326,0.8460514287609501,0.8980802867364125,0.6345459804473269,0.316407665249209,0.07068926708541146,0.7087927611815581,1,0.0002997040092642407,23.14621138572693
2,0.05151831768842524,0.6776916025361553,0.8171050937673445,0.7170560724179814,0.8280080759039306,0.886818509452619,0.5677060415031502,0.28097305742724743,0.1104446961752923,0.7087927611815581,1,0.0002988172051971717,22.115337371826172
3,0.056528414920855065,0.6802470599227128,0.7969531048096153,0.6943434021843822,0.7915791468097343,0.8877520629786141,0.618568187587063,0.2920136152863939,0.08614601949877787,0.7087927611815581,1,0.0002973430876093033,22.135348558425903
4,0.041387646514208475,0.7178711621403218,0.8509111059278641,0.7645440875362176,0.8657271858797644,0.9071559228561555,0.6046606892381314,0.38872507807964496,0.06924849815248657,0.7178711621403218,4,0.00029528747416929463,22.310205221176147
5,0.039141593384150845,0.7098785816386679,0.8340259495629462,0.7428144361074518,0.8406461208719394,0.9010513403005935,0.623139838364291,0.36576689513539,0.06993502748582711,0.7178711621403218,4,0.00029265847744427303,22.047815322875977
6,0.036603977832333136,0.7093293953210084,0.8271162757944709,0.7417646774067443,0.8284076296619156,0.9125250286170699,0.6118413715465918,0.3923284515899753,0.05417232674206802,0.7178711621403218,4,0.0002894664728832377,22.05216956138611
7,0.05350048187795624,0.6936317166514698,0.8245476049671311,0.7332891232697871,0.8311785019214304,0.9102330050911759,0.5686590052326369,0.34643491326138626,0.07104657936876208,0.7178711621403218,4,0.000285724057869903,22.18853759765625
8,0.0377922147148993,0.7027400556912472,0.8399296383978058,0.749423190508036,0.8552669157136954,0.9059654469369636,0.5662089875513255,0.37710005087610443,0.08142766292151511,0.7178711621403218,4,0.00028144600200657956,22.1792311668396
9,0.034528567166901634,0.6894130640756629,0.7939248896243838,0.686499268260894,0.7766486709496464,0.911270572902856,0.6406777325575795,0.31970320363589605,0.086916670941257,0.7178711621403218,4,0.0002766491888253023,22.494431972503662
10,0.033830171950706624,0.6743139503201482,0.8079523973501561,0.7044857761067598,0.8159729679079641,0.8936666367203716,0.5415975524708518,0.3336090769405828,0.10785324102428594,0.7178711621403218,4,0.00027135254915624217,22.14587116241455
11,0.03089966349147961,0.679508685885729,0.8236830634364024,0.73192621640852,0.8424461828517299,0.899833372407577,0.4999823151022369,0.3787532186350127,0.10359273155114675,0.7178711621403218,4,0.0002655769864163684,21.764610290527344
12,0.028469011090202615,0.6732184247774343,0.8221189949490446,0.7299468707207005,0.850246526779606,0.8717895351286391,0.49210616008063585,0.38261376280292914,0.1058422252560793,0.7178711621403218,4,0.0002593452941132117,22.23891258239746
13,0.02830593013415561,0.6792909568146586,0.8153943654534881,0.712387313687852,0.8267042180799321,0.8878061051507474,0.5564553539400218,0.322821251760576,0.10300675297518917,0.7178711621403218,4,0.0002526820658893033,21.682352542877197
14,0.02734916591010858,0.6889936349672097,0.8379155690471272,0.7476951663256154,0.862528146667002,0.8910944862555563,0.5257537061670304,0.3565603939183218,0.0887020623985105,0.7178711621403218,4,0.0002456135984623034,22.25503373146057
15,0.033790060731124796,0.6387757820903434,0.8140086887286749,0.7339388951985594,0.8568029397163027,0.88428373115673,0.32466363475369703,0.38852419224767365,0.09312536246020763,0.7178711621403218,4,0.00023816778784387096,22.089115381240845
16,0.051143218435424964,0.6981867503405005,0.8270191634615672,0.7313267539637479,0.835325666789649,0.8987474333646572,0.5921950443514412,0.3615789028225626,0.09463691095052493,0.7178711621403218,4,0.00023037401924684944,21.82091474533081
17,0.034055128875302106,0.7091520411695367,0.8416809056403749,0.749477633190527,0.8536856500913717,0.9077197951926053,0.5928851204553255,0.37531739057841645,0.07910288156896622,0.7178711621403218,4,0.00022226305111525726,21.806857585906982
18,0.028508814058237374,0.7065656879625352,0.8387652337686965,0.7472493655582061,0.8498259844339149,0.9060344879458814,0.5940699316986533,0.36781423973869204,0.08635024854590305,0.7178711621403218,4,0.00021386689373476087,22.13466787338257
19,0.026574505616355857,0.7085575055857668,0.845966065823937,0.759331516717601,0.8631497758273505,0.9050484504978509,0.5751710871389756,0.3900143669297642,0.08436898043301565,0.7178711621403218,4,0.00020521868290270169,22.11103391647339
20,0.02547397050448411,0.6901687367256566,0.8268183812114617,0.7359166337768133,0.8415422326322652,0.8990978047410102,0.5426561398624622,0.3863175571333704,0.10536216554110289,0.7178711621403218,4,0.00019635254915624208,22.114347457885742
21,0.02436337370801886,0.6778348490259787,0.8162689290120502,0.7214529835660554,0.8298429045343098,0.8948925290373003,0.5254364454143579,0.3602905556336359,0.11299678963753107,0.7178711621403218,4,0.00018730348307472816,22.135843515396118
22,0.0229095153815603,0.6708160608182382,0.811749790919014,0.7167838648321581,0.8291087362996366,0.8843254089194699,0.5071600821443695,0.36945108470173116,0.12169541756472366,0.7178711621403218,4,0.00017810719718785867,22.163766384124756
23,0.022051386463777113,0.6789474345629405,0.8229034990938038,0.7320484071987514,0.8433458381451714,0.8907302589868602,0.506677873855842,0.38218543284310486,0.11335943774938685,0.7178711621403218,4,0.00016879998503464564,22.20350694656372
24,0.02158661673124555,0.6751117805806677,0.8225503325461142,0.7321121022389064,0.8468397570877487,0.8821088669166613,0.49744779582404997,0.37765464659147135,0.1146947910769147,0.7178711621403218,4,0.000159418577929397,22.32583260536194
25,0.020671286827881368,0.6868736376520599,0.8261835586915047,0.735402747397516,0.8429315080406475,0.8969388028143966,0.530547386968734,0.3851975036203336,0.10776379743264199,0.7178711621403218,4,0.00015,21.999755144119263
26,0.020304440459048292,0.6778665886950109,0.8212692413642776,0.726300456278842,0.8400624621413306,0.8870449014534894,0.5223192968174826,0.3491937293408552,0.10415999005466711,0.7178711621403218,4,0.000140581422070603,21.99116826057434
27,0.019218091327268694,0.6842351272829701,0.8331888943498785,0.7469289629055675,0.8584329351112802,0.8906419300388768,0.5060132071799527,0.38207261553201255,0.10731024773984937,0.7178711621403218,4,0.00013120001496535436,21.82790756225586
28,0.01873883782830803,0.6739689678813986,0.8221027516922832,0.7307774535913182,0.8472700455855934,0.8767079069735141,0.5023572531838144,0.3691054134984166,0.11941171994749045,0.7178711621403218,4,0.0001218928028121413,22.094791650772095
29,0.018082995428492798,0.6689647972341355,0.8181031239109976,0.7248897309338904,0.8431182309833883,0.87563524433812,0.4924498107115213,0.3624190241671141,0.12327831862193965,0.7178711621403218,4,0.00011269651692527177,22.2180118560791
30,0.01776080674618379,0.6715895912546684,0.8118106537997142,0.7150877698164767,0.8291008744875913,0.8814796416512829,0.5147325504921912,0.36774273529370094,0.12516931041378834,0.7178711621403218,4,0.00010364745084375793,22.325091123580933
