epoch,train_loss,val_selection_score,val_overall_dice,val_overall_iou,val_clear_dice,val_blur_dice,val_small_dice,val_boundary_f1,val_level_mae,best_score,best_epoch,lr,time_sec
1,0.14031864920767342,0.7037320023948936,0.8275472662535867,0.7266481400836265,0.8355870889657707,0.8806694176044818,0.6395108208584264,0.3449188409778016,0.09072183284074756,0.7037320023948936,1,0.0002997040092642407,26.90459370613098
2,0.06642053149095396,0.6870516327594783,0.824194686783369,0.7273892091338253,0.836498330085354,0.897834983652064,0.5548630110994377,0.3495449223028991,0.11296105260386381,0.7037320023948936,1,0.0002988172051971717,26.22105598449707
3,0.05347444533730633,0.7114202425375291,0.8455079609827728,0.7554101686610519,0.8557749679088488,0.9161588817932689,0.5986099886957523,0.35049903806609856,0.07058943537215943,0.7114202425375291,3,0.0002973430876093033,26.20339322090149
4,0.04653607819631748,0.7006703639925701,0.8378699168626262,0.7463618509345731,0.8521656897208031,0.899417638253385,0.5827459165755503,0.35056694052878856,0.09566235089479468,0.7114202425375291,3,0.00029528747416929463,26.180802822113037
5,0.04061379535480659,0.7089431780606481,0.8400242578572431,0.7459280487915823,0.8507409947646917,0.90591242461358,0.6012275284325567,0.3653958249726748,0.07481805487578455,0.7114202425375291,3,0.00029265847744427303,26.114272356033325
6,0.03641343828070039,0.6945387078473907,0.829024258224631,0.7352756139650897,0.8403086891261804,0.9063168849183013,0.5585251553653157,0.36778644411955064,0.08809258975376548,0.7114202425375291,3,0.0002894664728832377,26.029412031173706
7,0.049519482558716466,0.7062457982957552,0.8246055636045945,0.7256982668688335,0.8234301309791241,0.9163843561948146,0.6124505959001765,0.37319520375835813,0.0664855298327084,0.7114202425375291,3,0.000285724057869903,26.03362727165222
8,0.03464736722617407,0.7180188371098571,0.8412615986212253,0.747393669803901,0.8469229555738597,0.9124395938800243,0.627551828389592,0.3783554471018625,0.05647623341727429,0.7180188371098571,8,0.00028144600200657956,26.161420106887817
9,0.03372916882980991,0.7171486368688903,0.8449290060245384,0.7522286875304622,0.854939536406767,0.9051708620888713,0.6250087178248414,0.37281010301899886,0.06748498647155218,0.7180188371098571,8,0.0002766491888253023,26.17170262336731
10,0.03213822410055777,0.7064127296711532,0.8419466697926332,0.7496058959855966,0.8568165763957858,0.8998929318314802,0.5911974784458985,0.3583375350329646,0.07235588384723145,0.7180188371098571,8,0.00027135254915624217,26.010660648345947
11,0.029570164944236702,0.7053166219398764,0.8432618439700121,0.7538105155667064,0.8603872353817288,0.9060496222937403,0.5639827826289339,0.3876875548581382,0.07574110801582547,0.7180188371098571,8,0.0002655769864163684,25.889087200164795
12,0.027848494073655132,0.7018241148022899,0.8328406920726373,0.7379174002102344,0.8432502438161302,0.9010920717401131,0.5906529464959155,0.36004559055759605,0.07790380699976894,0.7180188371098571,8,0.0002593452941132117,26.237468719482422
13,0.027104654372101876,0.6923439225934103,0.8291350805485012,0.73163275213108,0.8428213750723887,0.895967996210588,0.5658472652943919,0.34830891659793545,0.0923832366220088,0.7180188371098571,8,0.0002526820658893033,26.371697425842285
14,0.028032454418647997,0.7078624089892575,0.8461343005687793,0.7555020496634882,0.8637379093880125,0.8999390425168774,0.5849032928609466,0.3603625248719208,0.06425017464090488,0.7180188371098571,8,0.0002456135984623034,26.016644954681396
15,0.025774195894131678,0.6936391343531729,0.8391538060046622,0.7458431449835279,0.8665745624768826,0.8707049501102696,0.5580494662175136,0.3598611018977706,0.08279029197956918,0.7180188371098571,8,0.00023816778784387096,26.08608055114746
16,0.024167512702505764,0.6825432066264275,0.8205640317141532,0.7211726922087384,0.8354861334644689,0.8871828180265676,0.5485460441633851,0.3366008603892181,0.08371053612465935,0.7180188371098571,8,0.00023037401924684944,26.107482194900513
17,0.023436738879059664,0.6744752082794397,0.8193883733668114,0.7195507686725434,0.8421658527465214,0.8711775817563243,0.5243013592920043,0.3393771598252039,0.09387207016671521,0.7180188371098571,8,0.00022226305111525726,26.034261226654053
