epoch,train_loss,val_selection_score,val_overall_dice,val_overall_iou,val_clear_dice,val_blur_dice,val_small_dice,val_boundary_f1,val_level_mae,best_score,best_epoch,lr,time_sec
1,0.27741751845809226,0.621167630525105,0.761118528870307,0.6365636052725036,0.7843049649796665,0.7877620784766958,0.5235077578145333,0.22994593605802144,0.10504181700523192,0.621167630525105,1,0.0002997040092642407,27.37678575515747
2,0.1097689204515065,0.6880639848238065,0.7944618036398094,0.7006082937935714,0.7884159956671483,0.8722001033153486,0.6525456455497176,0.33252576438187437,0.0751727608306292,0.6880639848238065,2,0.0002988172051971717,26.801918268203735
3,0.05610095061855034,0.6116852496873499,0.750813742807348,0.6540135809684325,0.7681331211994417,0.8250056756863215,0.44262892531341497,0.29297326818937425,0.10591169901785236,0.6880639848238065,2,0.0002973430876093033,26.980721712112427
4,0.047269620942373726,0.6256750554094087,0.7131332642089463,0.6305393481112856,0.680401235121728,0.8742159011976004,0.5702258001850778,0.28453824518981186,0.09045892861402442,0.6880639848238065,2,0.00029528747416929463,26.5644953250885
5,0.04231186557028975,0.6658383568314356,0.7653885054540198,0.6651767061639358,0.7482412707402791,0.8786545616181833,0.6209976818060571,0.31280158153058185,0.08267549305143017,0.6880639848238065,2,0.00029265847744427303,26.40902352333069
6,0.037868486886084705,0.6496929440554019,0.7672738781283874,0.6662838980671109,0.7613506971157258,0.8807175512267157,0.5384829082456585,0.3081472970216506,0.09125878088191848,0.6880639848238065,2,0.0002894664728832377,24.85736918449402
7,0.036713329419649436,0.6151145292882796,0.738154509630118,0.6399590087753364,0.7354453698816934,0.8587234899598155,0.468164232139431,0.29049793693379267,0.10907778284034378,0.6880639848238065,2,0.000285724057869903,27.161821365356445
8,0.035727213055726126,0.6389012509989869,0.7627068277515693,0.6537957648609953,0.7593600855702592,0.87491005662777,0.5176265330727409,0.2787747966400105,0.10182915299024828,0.6880639848238065,2,0.00028144600200657956,26.889195680618286
9,0.034526355674925166,0.6826610447107371,0.8082359506386518,0.7175788174069246,0.8141838467402073,0.8912713298853989,0.5638368890255872,0.35985416120602814,0.07800848034238013,0.6880639848238065,2,0.0002766491888253023,25.365782260894775
10,0.03203100781199824,0.6693043055948711,0.7942529027606785,0.6997175011028689,0.797756967098948,0.884039268551718,0.5518849482144549,0.3320523022904754,0.0802051188032862,0.6880639848238065,2,0.00027135254915624217,25.88568663597107
11,0.0307023998103283,0.6618000219759773,0.7750368429160513,0.688958624340359,0.7718367222697984,0.8758456150435671,0.5562907015180732,0.3561928530255339,0.07945334689502931,0.6880639848238065,2,0.0002655769864163684,27.150870084762573
12,0.04511615541156784,0.6374627561365284,0.7737059984068226,0.6619279250351537,0.8073498463920188,0.7534559721045776,0.5707502360600202,0.2927374618600489,0.1166486456115701,0.6880639848238065,2,0.0002593452941132117,26.646326780319214
13,0.04195563079795771,0.6502000476046736,0.796464528836944,0.6951853455245057,0.8156211835061611,0.8712679668541153,0.47306202089998195,0.32208433580947304,0.11086499205718572,0.6880639848238065,2,0.0002526820658893033,27.045189380645752
14,0.03220952750031126,0.6650347213748109,0.8034546359414495,0.7083701020641797,0.8202253438622794,0.8757906121856459,0.5038427301681013,0.35533026390929123,0.08725521696620164,0.6880639848238065,2,0.0002456135984623034,26.88675546646118
15,0.029890700830763225,0.6520452252408873,0.8017518090540863,0.7045373690496666,0.8284605812743402,0.8590214318495246,0.4640593101579829,0.34635765441786265,0.1026304307393471,0.6880639848238065,2,0.00023816778784387096,26.70898962020874
16,0.027768228852063523,0.6550302430299125,0.7925116188786172,0.6921565313540319,0.8059340707968757,0.8703087660995027,0.5048023649213653,0.3227826451471413,0.1002123764661724,0.6880639848238065,2,0.00023037401924684944,26.547231197357178
17,0.026817019866578255,0.6512872596625972,0.8054339791425789,0.7081164317502466,0.8347723471489834,0.859483481078959,0.4558203508774518,0.34004126246378685,0.11040896984810573,0.6880639848238065,2,0.00022226305111525726,26.944441318511963
18,0.02697513792469111,0.6498215855418423,0.7963835107464131,0.6991122089090717,0.8194177873770733,0.8619856006798023,0.4661220394477595,0.34255003142158363,0.10294841930089582,0.6880639848238065,2,0.00021386689373476087,27.1001398563385
19,0.025532805519859966,0.6414353023362203,0.7934230816272407,0.6920041016291731,0.8194755043866774,0.8577241864416875,0.4437134071700078,0.3347966612013046,0.12314427995570383,0.6880639848238065,2,0.00020521868290270169,27.007907390594482
20,0.024439941488128506,0.653649220591103,0.8036514401020122,0.70723339526332,0.828609490181601,0.8649460953103588,0.46936704363462456,0.33956412190776664,0.11496469348317082,0.6880639848238065,2,0.00019635254915624208,27.17640781402588
21,0.024545421797899005,0.6409391738402908,0.7946204052804755,0.6940036175345556,0.8201874874388028,0.8617791235342892,0.4416623577812166,0.32197628082816065,0.12335993938299508,0.6880639848238065,2,0.00018730348307472816,26.77309489250183
22,0.023433682550951993,0.6603259001121478,0.8198599484314946,0.7310636087986573,0.8552162532854165,0.8677760069669502,0.43998893416124085,0.37420843848901364,0.10378211659583085,0.6880639848238065,2,0.00017810719718785867,26.93935775756836
23,0.023321024768495808,0.6521113818007662,0.8050127790235909,0.7097686346818544,0.8327467987430115,0.8667692154207933,0.44884832164799593,0.35425896475828356,0.11211901659151693,0.6880639848238065,2,0.00016879998503464564,27.035280227661133
24,0.02234005402345275,0.6368681342863021,0.7911709741330006,0.6888283199398304,0.8201677683460875,0.8467397948629388,0.4404552045593131,0.32807091940714533,0.13252909724432488,0.6880639848238065,2,0.000159418577929397,25.73951530456543
25,0.022297023026473847,0.6535153995540942,0.813476760834085,0.7229641509682619,0.8482509323096477,0.8667710492288377,0.425013376251767,0.37467033061444205,0.11416693118143006,0.6880639848238065,2,0.00015,26.782679319381714
26,0.021737790244667165,0.634457202250445,0.7954288826486319,0.6972968626325986,0.8321490847466612,0.8436315976736244,0.4046637974476532,0.35682685024812294,0.12834846478514964,0.6880639848238065,2,0.000140581422070603,26.989301681518555
27,0.021684312787335302,0.6449896307997761,0.8033955227897402,0.70610622679837,0.8348370343920926,0.8603667254367299,0.4310135407256851,0.3398750146494966,0.119066980413804,0.6880639848238065,2,0.00013120001496535436,26.097649812698364
28,0.020793781255595774,0.6457840317344401,0.8051547629794508,0.7092061766758676,0.8397033077839533,0.8569287862183802,0.4220392977557506,0.3625614028346127,0.11993335045307141,0.6880639848238065,2,0.0001218928028121413,26.258415699005127
29,0.020341898278959537,0.654106954990745,0.804279376742585,0.7052926457830697,0.8290547942165222,0.8692453519969584,0.46252297965852496,0.34712934520063854,0.11274133263720193,0.6880639848238065,2,0.00011269651692527177,27.037055015563965
30,0.019870131974228582,0.655717679477891,0.8043105160561274,0.7059179231486137,0.8276493490436491,0.8729378297993332,0.464487565804728,0.3488609023150485,0.10323712825046275,0.6880639848238065,2,0.00010364745084375793,27.059531927108765
31,0.019585045959917304,0.6457836278862387,0.8020060420468462,0.7038087035322997,0.8325011935518101,0.8617367546689302,0.4300609707713579,0.3504578478686108,0.11075770557313329,0.6880639848238065,2,9.478131709729836e-05,27.036123037338257
32,0.019268349338751222,0.6533133830304125,0.8136493647088257,0.7213906990046423,0.8491049929666923,0.8625761069369208,0.43060213682307624,0.36444368096313323,0.10925021650934057,0.6880639848238065,2,8.61331062652391e-05,27.08994197845459
33,0.018716124564616937,0.64411766177418,0.8065821671631523,0.7133039188708775,0.8452386608051649,0.8525172997337946,0.4067897474306236,0.3725166740791854,0.11321267323017473,0.6880639848238065,2,7.773694888474269e-05,26.972309827804565
34,0.01866882658183886,0.6619344425327832,0.8162603324729422,0.7217857362692186,0.844972694883749,0.8737622809698825,0.46301870805501116,0.35268758996358834,0.10265132913062631,0.6880639848238065,2,6.962598075315047e-05,26.594353675842285
35,0.018515890055313344,0.643587482692834,0.8032350887365601,0.7058682659887122,0.8380285810775869,0.8536033481706944,0.421671299251148,0.34591231409227,0.09992110321013775,0.6880639848238065,2,6.183221215612905e-05,26.26800036430359
36,0.018036401973394775,0.632705821266672,0.7948824840167609,0.6967759521502003,0.8303728010902758,0.8479020518169097,0.4017226337997347,0.33523980539882203,0.11578471628148056,0.6880639848238065,2,5.438640153769654e-05,27.070139169692993
37,0.018043334261621333,0.6567607710523652,0.812709491341936,0.7188458021141958,0.8439799668532482,0.8678972641864212,0.44590055474280454,0.3599650667184781,0.09910363733949386,0.6880639848238065,2,4.73179341106967e-05,26.97868514060974
38,0.01732125934473002,0.6545568911769922,0.8082282578310286,0.7130213856071224,0.837221706566494,0.8671520124143581,0.4494608247761986,0.3559536190991771,0.10235132931666462,0.6880639848238065,2,4.0654705886788306e-05,26.73570203781128
39,0.017254423122943903,0.6397100357721938,0.7999492687291433,0.7025029419905036,0.8333846977807176,0.8573432165476403,0.41163211033579833,0.3472212968850456,0.11829265660376331,0.6880639848238065,2,3.4423013583631635e-05,26.399940252304077
40,0.01716335162922792,0.6408864514752607,0.8027348298711274,0.7075916169794235,0.8394241663088918,0.8544059374971475,0.40385083149632267,0.3613063237794697,0.11085305524173217,0.6880639848238065,2,2.86474508437579e-05,25.808006048202515
41,0.016878473186274855,0.6452832674935522,0.8050723069010992,0.7097580394174383,0.8381874003726061,0.8641330417550758,0.41513909776210406,0.35512668963170885,0.10826661471700767,0.6880639848238065,2,2.3350811174697774e-05,27.088738203048706
42,0.016440725934007028,0.6446300883106505,0.8059083965903638,0.7112827302678572,0.8411447026527212,0.8593135867875084,0.41372057483441593,0.3558350001432129,0.1109752596772434,0.6880639848238065,2,1.8553997993420465e-05,27.059773921966553
43,0.01632031234377145,0.6450952142533046,0.8081286012888602,0.7151737281224193,0.8461104791417127,0.8550886625182144,0.4109158862449991,0.36171475244887563,0.11174076525489862,0.6880639848238065,2,1.42759421300971e-05,26.607600688934326
